Name,Type,Tag,Access,AName,FName,HTMLName,DS1,DS2,DS3,MM,Solu,MP,BP,HC,Col1,Alp1,Col2,Alp2,Col3,Alp3,Col4,Alp4,Unk1,Unk2,NameJP,NameZH,NameTW,NameKR,pH1,pH2,pH3,pH4,pH5,Ptn1,BaseState
Proline,Solid,Solid,1,Proline,Proline,Proline,1.35,1.35,1.35,115.13,162,222,310,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,プロリン,脯氨酸,脯氨酸,프롤린,162,1,1,0,0,0,1
Asparagine,Solid,Solid,1,Asparagine,Asparagine,Asparagine,1.543,1.543,1.543,132.12,3.6,235,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アスパラギン,天冬酰胺,天冬酰胺,아스파라긴,3.6,1,1,0,0,0,1
Glutamine,Solid,Solid,1,Glutamine,Glutamine,Glutamine,1.426,1.426,1.426,146.15,4.2,185,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,グルタミン,谷氨酰胺,谷氨酰胺,글루타민,4.2,1,1,0,0,0,1
Aspartic acid,Solid,Solid,1,Aspartic acid,Aspartic acid,Aspartic acid,1.66,1.66,1.66,133.1,5,270,280,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アスパラギン酸,天冬氨酸,天冬氨酸,아스파르트산,5,1,1,0,0,0,1
Glutamic acid,Solid,Solid,1,Glutamic acid,Glutamic acid,Glutamic acid,1.535,1.535,1.535,147.13,0.8,200,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,グルタミン酸,谷氨酸,谷氨酸,글루탐산,0.8,1,1,0,0,0,1
Lysine,Solid,Solid,1,Lysine,Lysine,Lysine,1.495,1.495,1.495,146.19,100,224,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,リシン,赖氨酸,賴氨酸,리신,100,1,1,0,0,0,1
Arginine,Solid,Solid,1,Arginine,Arginine,Arginine,1.46,1.46,1.46,174.2,15.4,244,350,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アルギニン,精氨酸,精氨酸,아르기닌,15.4,1,1,0,0,0,1
Histidine,Solid,Solid,1,Histidine,Histidine,Histidine,1.423,1.423,1.423,155.16,4.2,287,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ヒスチジン,组氨酸,組氨酸,히스티딘,4.2,1,1,0,0,0,1
Glucose,Solid,Solid,1,Glucose,Glucose,Glucose,1.54,1.54,1.54,180.16,91,146,150,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,葡萄糖,葡萄糖,葡萄糖,포도당,91,1,1,0,0,0,1
Fructose,Solid,Solid,1,Fructose,Fructose,Fructose,1.6,1.6,1.6,180.16,100,103,375,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,果糖,果糖,果糖,과당,100,1,1,0,0,0,1
Sucrose,Solid,Solid,1,Sucrose,Sucrose,Sucrose,1.587,1.587,1.587,342.3,200,186,250,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ショ糖,蔗糖,蔗糖,수크로오스,200,1,1,0,0,0,1
Maltose,Solid,Solid,1,Maltose,Maltose,Maltose,1.54,1.54,1.54,342.3,102,165,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,麦芽糖,麦芽糖,麥芽糖,말토오스,102,1,1,0,0,0,1
Lactose,Solid,Solid,1,Lactose,Lactose,Lactose,1.525,1.525,1.525,342.3,21.6,222,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,乳糖,乳糖,乳糖,락토오스,21.6,1,1,0,0,0,1
Ribose,Solid,Solid,1,Ribose,Ribose,Ribose,1.525,1.525,1.525,150.13,100,95,375,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,リボース,核糖,核糖,리보스,100,1,1,0,0,0,1
Deoxyribose,Solid,Solid,1,Deoxyribose,Deoxyribose,Deoxyribose,1.525,1.525,1.525,134.13,76,91,375,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,デオキシリボース,脱氧核糖,脫氧核糖,디옥시리보스,76,1,1,0,0,0,1
Cellulose,Solid,Solid,1,Cellulose,Cellulose,Cellulose,1.5,1.5,1.5,486.38,0.001,260,260,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,セルロース,纤维素,纖維素,셀룰로오스,0.001,0,0,0,0,0,1
Starch,Solid,Solid,1,Starch,Starch,Starch,1.5,1.5,1.5,486.38,0.001,300,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,デンプン,淀粉,澱粉,전분,0.001,0,0,0,0,0,1
Urea,Solid,Solid,1,Urea,Urea,Urea,1.335,1.335,1.335,60.06,100,133,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,尿素,尿素,尿素,요소,100,1,1,0,0,0,1
Creatine,Solid,Solid,1,Creatine,Creatine,Creatine,1.35,1.35,1.35,131.13,13.4,295,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,クレアチン,肌酸,肌酸,크레아틴,13.4,1,1,0,0,0,1
Creatinine,Solid,Solid,1,Creatinine,Creatinine,Creatinine,1.09,1.09,1.09,113.12,10.3,295,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,クレアチ닌,肌酸酐,肌酸酐,크레아티닌,10.3,1,1,0,0,0,1
Citric acid,Solid,Solid,1,Citric acid,Citric acid,Citric acid,1.665,1.665,1.665,192.12,73,153,175,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,クエン酸,柠檬酸,檸檬酸,시트르산,73,1,1,0,0,0,1
Tartaric acid,Solid,Solid,1,Tartaric acid,Tartaric acid,Tartaric acid,1.76,1.76,1.76,150.09,139,170,165,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,酒石酸,酒石酸,酒石酸,타르타르산,139,1,1,0,0,0,1
Malic acid,Solid,Solid,1,Malic acid,Malic acid,Malic acid,1.609,1.609,1.609,134.09,55,130,140,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,林檎酸,苹果酸,蘋果酸,말산,55,1,1,0,0,0,1
Lactic acid,Liquid,Solid,1,Lactic acid,Lactic acid,Lactic acid,1.206,1.206,1.206,90.08,100,18,122,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,乳酸,乳酸,乳酸,락트산,100,1,1,0,0,0,1
Benzoic acid,Solid,Solid,1,Benzoic acid,Benzoic acid,Benzoic acid,1.266,1.266,1.266,122.12,0.29,122.4,249,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,安息香酸,苯甲酸,苯甲酸,安息香산,0.29,1,1,0,0,0,1
Salicylic acid,Solid,Solid,1,Salicylic acid,Salicylic acid,Salicylic acid,1.443,1.443,1.443,138.12,0.22,159,211,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,サリチル酸,水杨酸,水楊酸,살리실산,0.22,1,1,0,0,0,1
Nicotinic acid,Solid,Solid,1,Nicotinic acid,Nicotinic acid,Nicotinic acid,1.473,1.473,1.473,123.11,1.7,237,295,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ニコチン酸,烟酸,煙酸,니코틴산,1.7,1,1,0,0,0,1
Uric acid,Solid,Solid,1,Uric acid,Uric acid,Uric acid,1.89,1.89,1.89,168.11,0.006,300,300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,尿酸,尿酸,尿酸,요산,0.006,1,1,0,0,0,1
Caffeine,Solid,Solid,1,Caffeine,Caffeine,Caffeine,1.23,1.23,1.23,194.19,2.1,235,178,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,カフェイン,咖啡因,咖啡因,카페인,2.1,1,1,0,0,0,1
Cholesterol,Solid,Solid,1,Cholesterol,Cholesterol,Cholesterol,1.067,1.067,1.067,386.65,0.002,148,360,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,コレステロ儿,胆固醇,膽固醇,콜레스테롤,0.002,0,0,0,0,0,1
Sucrose octaacetate,Solid,Solid,1,Sucrose octaacetate,Sucrose octaacetate,Sucrose octaacetate,1.27,1.27,1.27,678.6,0.1,88,250,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,スクロース octaacetate,蔗糖八醋酸酯,蔗糖八醋酸酯,수크로오스 octaacetate,0.1,0,0,0,0,0,1
Sodium benzoate,Solid,Solid,1,Sodium benzoate,Sodium benzoate,Sodium benzoate,1.497,1.497,1.497,144.11,63,410,450,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,安息香酸ナトリウム,苯甲酸钠,苯甲酸鈉,벤조산나트륨,63,0,0,1,1,0,1
Potassium sorbate,Solid,Solid,1,Potassium sorbate,Potassium sorbate,Potassium sorbate,1.363,1.363,1.363,150.22,58,100,270,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ソルビン酸カリウム,山梨酸钾,山梨酸鉀,소르빈산칼륨,58,0,0,1,1,0,1
Sodium saccharin,Solid,Solid,1,Sodium saccharin,Sodium saccharin,Sodium saccharin,1.69,1.69,1.69,205.17,100,440,440,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,サッカリンNa,糖精钠,糖精鈉,사카린Na,100,0,0,1,1,0,1
Aspartame,Solid,Solid,1,Aspartame,Aspartame,Aspartame,1.34,1.34,1.34,294.31,1,248,248,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アスパルテーム,阿斯巴甜,阿斯巴甜,아스파르탐,1,1,1,0,0,0,1
Tartrazine,Solid,Solid,1,Tartrazine,Tartrazine,Tartrazine,1.54,1.54,1.54,534.36,20,300,300,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,タール染料,柠檬黄,檸檬黃,타르트라진,20,1,1,0,0,0,1
Methylene blue,Solid,Solid,1,Methylene blue,Methylene blue,Methylene blue,1.03,1.03,1.03,373.9,4.3,190,190,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,メチ儿ンブルー,亚甲蓝,亞甲藍,메틸렌 블루,4.3,1,1,0,0,0,1
Phenolphthalein,Solid,Solid,1,Phenolphthalein,Phenolphthalein,Phenolphthalein,1.3,1.3,1.3,318.32,0.001,263,263,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,フェノールフタレイン,酚酞,酚酞,페놀프탈레인,0.001,0,0,0,0,0,1
Sodium lauryl sulfate,Solid,Solid,1,Sodium lauryl sulfate,Sodium lauryl sulfate,Sodium lauryl sulfate,1.07,1.07,1.07,288.38,15,206,206,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ラゥ儿硫酸Na,十二烷基硫酸钠,十二烷基硫酸鈉,라우릴황산나트륨,15,0,0,1,0,0,1
Potassium dichromate,Solid,Solid,1,Potassium dichromate,Potassium dichromate,Potassium dichromate,2.676,2.676,2.676,294.19,12,398,500,0,0xFF8800,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,二クロム酸カリウム,重铬酸钾,重鉻酸鉀,이铬산칼륨,12,0,0,1,0,0,1
Potassium chromate,Solid,Solid,1,Potassium chromate,Potassium chromate,Potassium chromate,2.732,2.732,2.732,194.19,63,975,1000,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,クロム酸カリウム,铬酸钾,鉻酸鉀,크롬산칼륨,63,0,0,1,0,0,1
Ammonium dichromate,Solid,Solid,1,Ammonium dichromate,Ammonium dichromate,Ammonium dichromate,2.15,2.15,2.15,252.07,30.8,180,180,0,0xFF8800,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,二クロム酸アンomia,重铬酸铵,重鉻酸銨,이铬산암모늄,30.8,0,0,1,0,0,1
Sodium chromate,Solid,Solid,1,Sodium chromate,Sodium chromate,Sodium chromate,2.723,2.723,2.723,161.97,88.5,794,794,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,クロム酸ナトリウム,铬酸钠,鉻酸鈉,크롬산나트륨,88.5,0,0,1,0,0,1
Ferrous sulfate,Solid,Solid,1,Ferrous sulfate,Ferrous sulfate,Ferrous sulfate,3.65,3.65,3.65,151.91,26.5,64,300,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸第一鉄,硫酸亚铁,硫酸亞鐵,황산철(II),26.5,0,0,1,0,0,1
Ferric sulfate,Solid,Solid,1,Ferric sulfate,Ferric sulfate,Ferric sulfate,3.097,3.097,3.097,399.87,44,480,480,0,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸第二鉄,硫酸铁,硫酸鐵,황산철(III),44,0,0,1,0,0,1
Copper sulfate,Solid,Solid,1,Copper sulfate,Copper sulfate,Copper sulfate,3.6,3.6,3.6,249.69,22,110,150,0,0x0000FF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸銅,硫酸铜,硫酸銅,황산구리,22,0,0,1,0,0,1
Zinc sulfate,Solid,Solid,1,Zinc sulfate,Zinc sulfate,Zinc sulfate,3.54,3.54,3.54,161.47,57.7,680,740,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸亜鉛,硫酸锌,硫酸鋅,황산아연,57.7,0,0,1,0,0,1
Magnesium sulfate,Solid,Solid,1,Magnesium sulfate,Magnesium sulfate,Magnesium sulfate,2.66,2.66,2.66,120.37,35.1,1124,1400,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸マグネシウム,硫酸镁,硫酸鎂,황산마그네슘,35.1,0,0,1,0,0,1
Barium sulfate,Solid,Solid,1,Barium sulfate,Barium sulfate,Barium sulfate,4.5,4.5,4.5,233.39,0.0002,1580,1600,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸バリウム,硫酸钡,硫酸鋇,황산바륨,0.0002,0,0,1,0,0,1
Lead sulfate,Solid,Solid,1,Lead sulfate,Lead sulfate,Lead sulfate,6.2,6.2,6.2,303.26,0.004,1170,1170,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸鉛,硫酸铅,硫酸鉛,황산납,0.004,0,0,1,0,0,1
Aluminum sulfate,Solid,Solid,1,Aluminum sulfate,Aluminum sulfate,Aluminum sulfate,2.672,2.672,2.672,342.15,36.4,770,770,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸アルミニウム,硫酸铝,硫酸鋁,황산알루미늄,36.4,0,0,1,0,0,1
Nickel sulfate,Solid,Solid,1,Nickel sulfate,Nickel sulfate,Nickel sulfate,4.01,4.01,4.01,154.76,63.6,100,140,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸ニッケル,硫酸镍,硫酸鎳,황산니켈,63.6,0,0,1,0,0,1
Cobalt sulfate,Solid,Solid,1,Cobalt sulfate,Cobalt sulfate,Cobalt sulfate,3.71,3.71,3.71,155,37.7,96,420,0,0xFFC0CB,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸コバルト,硫酸钴,硫酸鈷,황산코발트,37.7,0,0,1,0,0,1
Manganese sulfate,Solid,Solid,1,Manganese sulfate,Manganese sulfate,Manganese sulfate,3.24,3.24,3.24,151,52,700,850,0,0xFFC0CB,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸マンガン,硫酸锰,硫酸錳,황산망가니즈,52,0,0,1,0,0,1
Chromium sulfate,Solid,Solid,1,Chromium sulfate,Chromium sulfate,Chromium sulfate,2.79,2.79,2.79,227.99,12,90,90,0,0x00FF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,硫酸クロム,硫酸铬,硫酸鉻,황산크롬,12,0,0,1,0,0,1
Mercury(II) sulfate,Solid,Solid,1,Mercury(II) sulfate,Mercury(II) sulfate,Mercury(II) sulfate,6.47,6.47,6.47,296.65,0.6,850,850,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸水銀(II),硫酸汞,硫酸汞,황산수은(II),0.6,0,0,1,0,0,1
Silver nitrate,Solid,Solid,1,Silver nitrate,Silver nitrate,Silver nitrate,4.35,4.35,4.35,169.87,257,212,440,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸銀,硝酸银,硝酸銀,질산은,257,0,0,1,0,0,1
Gold(III) chloride,Solid,Solid,1,Gold(III) chloride,Gold(III) chloride,Gold(III) chloride,4.7,4.7,4.7,303.33,68,254,265,0,0xFF0000,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化金(III),氯化金,氯化金,염화금(III),68,0,0,1,0,0,1
Platinum(IV) chloride,Solid,Solid,1,Platinum(IV) chloride,Platinum(IV) chloride,Platinum(IV) chloride,4.303,4.303,4.303,336.89,58.7,370,370,0,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化白金(IV),氯化铂,氯化鉑,염화백금(IV),58.7,0,0,1,0,0,1
Palladium(II) chloride,Solid,Solid,1,Palladium(II) chloride,Palladium(II) chloride,Palladium(II) chloride,4,4,4,177.33,0.77,679,679,0,0x8B4513,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,塩化パラジウム(II),氯化钯,氯化鈀,염화팔라듐(II),0.77,0,0,1,0,0,1
Sodium tungstate,Solid,Solid,1,Sodium tungstate,Sodium tungstate,Sodium tungstate,3.23,3.23,3.23,293.83,73.9,698,698,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,タングステン酸ナトリウム,钨酸钠,鎢酸鈉,텅스텐산나트륨,73.9,0,0,1,0,0,1
Ammonium molibdate,Solid,Solid,1,Ammonium molibdate,Ammonium molibdate,Ammonium molibdate,2.276,2.276,2.276,196.03,2.4,100,100,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,モリブデン酸アンomia,钼酸铵,鉬酸銨,몰리브데산암모늄,2.4,0,0,1,0,0,1
Sodium vanadate,Solid,Solid,1,Sodium vanadate,Sodium vanadate,Sodium vanadate,3.23,3.23,3.23,183.93,15,630,630,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,バナジン酸Na,钒酸钠,釩酸鈉,바나딘산나트륨,15,0,0,1,0,0,1
Sodium antimonate,Solid,Solid,1,Sodium antimonate,Sodium antimonate,Sodium antimonate,4.1,4.1,4.1,192.78,0.3,1400,1400,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,アンチモン酸Na,锑酸钠,銻酸鈉,안티몬산나트륨,0.3,0,0,1,0,0,1
Potassium titanate,Solid,Solid,1,Potassium titanate,Potassium titanate,Potassium titanate,3.1,3.1,3.1,198.06,1.1,1370,1370,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,チタン酸K,钛酸钾,鈦酸鉀,타이타닉산칼륨,1.1,0,0,1,0,0,1
Sodium zirconate,Solid,Solid,1,Sodium zirconate,Sodium zirconate,Sodium zirconate,4.8,4.8,4.8,193.24,0.1,1800,1800,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ジルコン酸Na,锆酸钠,鋯酸鈉,지르콘산나트륨,0.1,0,0,1,0,0,1
Sodium tantalate,Solid,Solid,1,Sodium tantalate,Sodium tantalate,Sodium tantalate,7.1,7.1,7.1,329.92,0.01,1300,1300,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,タンタル酸Na,钽酸钠,鉭酸鈉,탄탈산나트륨,0.01,0,0,1,0,0,1
Lithium carbonate,Solid,Solid,1,Lithium carbonate,Lithium carbonate,Lithium carbonate,2.11,2.11,2.11,73.89,1.3,720,1310,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸Li,碳酸锂,碳酸鋰,탄산리튬,1.3,0,0,1,1,0,1
Lithium hydroxide,Solid,Solid,1,Lithium hydroxide,Lithium hydroxide,Lithium hydroxide,1.43,1.43,1.43,23.95,12.9,462,925,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化Li,氢氧化锂,氫氧化鋰,수산화리튬,12.9,0,0,1,1,0,1
Lithium chloride,Solid,Solid,1,Lithium chloride,Lithium chloride,Lithium chloride,2.07,2.07,2.07,42.39,83.2,605,1382,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化Li,氯化锂,氯化鋰,염화리튬,83.2,0,0,1,0,0,1
Lithium bromide,Solid,Solid,1,Lithium bromide,Lithium bromide,Lithium bromide,3.46,3.46,3.46,86.84,166,547,1265,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,臭化Li,溴化锂,溴化鋰,브롬화리튬,166,0,0,1,0,0,1
Lithium iodide,Solid,Solid,1,Lithium iodide,Lithium iodide,Lithium iodide,4.06,4.06,4.06,133.85,165,449,1171,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,よう化Li,碘化锂,碘化鋰,요오드화리튬,165,0,0,1,0,0,1
Lithium sulfate,Solid,Solid,1,Lithium sulfate,Lithium sulfate,Lithium sulfate,2.22,2.22,2.22,109.94,35,859,1377,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硫酸Li,硫酸锂,硫酸鋰,황산리튬,35,0,0,1,0,0,1
Lithium nitrate,Solid,Solid,1,Lithium nitrate,Lithium nitrate,Lithium nitrate,2.38,2.38,2.38,68.95,90,252,600,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸Li,硝酸锂,硝酸鋰,질산리튬,90,0,0,1,0,0,1
Rubidium hydroxide,Solid,Solid,1,Rubidium hydroxide,Rubidium hydroxide,Rubidium hydroxide,3.2,3.2,3.2,102.48,180,385,1325,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化Rb,氢氧化铷,氫氧化銣,수산화루비듐,180,0,0,1,1,0,1
Cesium hydroxide,Solid,Solid,1,Cesium hydroxide,Cesium hydroxide,Cesium hydroxide,3.68,3.68,3.68,149.91,300,272,1550,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,水酸化Cs,氢氧化铯,氫氧化銫,수산화세슘,300,0,0,1,1,0,1
Cesium chloride,Solid,Solid,1,Cesium chloride,Cesium chloride,Cesium chloride,3.99,3.99,3.99,168.36,186.5,646,1297,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化Cs,氯化铯,氯化銫,염화세슘,186.5,0,0,1,0,0,1
Strontium chloride,Solid,Solid,1,Strontium chloride,Strontium chloride,Strontium chloride,3.05,3.05,3.05,158.53,53.8,875,1250,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化Sr,氯化锶,氯化鍶,염화스트론튬,53.8,0,0,1,0,0,1
Strontium nitrate,Solid,Solid,1,Strontium nitrate,Strontium nitrate,Strontium nitrate,2.99,2.99,2.99,211.63,70,570,645,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸Sr,硝酸锶,硝酸鍶,질산스트론튬,70,0,0,1,0,0,1
Strontium carbonate,Solid,Solid,1,Strontium carbonate,Strontium carbonate,Strontium carbonate,3.5,3.5,3.5,147.63,0.001,1494,3000,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸Sr,碳酸锶,碳酸鍶,탄산스트론튬,0.001,0,0,1,1,0,1
Barium nitrate,Solid,Solid,1,Barium nitrate,Barium nitrate,Barium nitrate,3.24,3.24,3.24,261.34,5,592,614,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸Ba,硝酸钡,硝酸鋇,질산바륨,5,0,0,1,0,0,1
Barium carbonate,Solid,Solid,1,Barium carbonate,Barium carbonate,Barium carbonate,4.286,4.286,4.286,197.34,0.001,811,1360,1,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,炭酸Ba,碳酸钡,碳酸鋇,탄산바륨,0.001,0,0,1,1,0,1
Cadmium chloride,Solid,Solid,1,Cadmium chloride,Cadmium chloride,Cadmium chloride,4.05,4.05,4.05,183.32,135,568,960,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,塩化Cd,氯化镉,氯化鎘,염화카드뮴,135,0,0,1,0,0,1
Cadmium nitrate,Solid,Solid,1,Cadmium nitrate,Cadmium nitrate,Cadmium nitrate,3.6,3.6,3.6,236.42,150,100,132,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,硝酸Cd,硝酸镉,硝酸鎘,질산카드뮴,150,0,0,1,0,0,1
